item	word	reading-time	indep-surp	brn-surp
96	the	281.5	1.1733393669128418	13.790901701897385
97	stately	275.0	11.30436897277832	23.92193130776286
98	City	293.5	9.849709510803224	22.467271845787764
99	Hall,	302.0	7.499903595075011	20.713430671021342
100	you	327.0	2.545933723449707	3.296088855713606
101	would	345.5	2.6385598182678223	3.3321315608918667
102	see	343.5	4.668372631072998	5.828729625791311
103	there	302.5	4.376686096191406	10.037598606199026
104	the	296.0	1.1615469455718994	5.262252982705832
105	Crest	310.5	12.31049919128418	16.411205228418112
106	of	305.0	0.2894225120544433	4.016915377229452
107	the	327.5	0.7686646580696106	6.392324218526483
108	City	348.5	8.646865844726562	14.270525405183434
109	of	306.0	0.1759478747844696	4.5077471528202295
110	Bradford,	307.5	16.527694165706635	22.02896086685359
111	which	335.0	0.806277334690094	6.074518498033285
112	those	290.0	7.151750564575195	10.939877901226282
113	same	368.5	7.89946985244751	11.687597189098597
114	mill	316.0	13.507274627685549	17.295401964336634
115	owners	318.0	5.79229736328125	9.580424699932337
116	created	358.0	9.22592067718506	11.818457651883364
117	to	328.0	0.0375340469181537	5.056454963982105
118	celebrate	351.0	7.443902969360352	12.487418660894036
119	their	330.0	3.113835334777832	9.733645329251884
120	achievements.	312.5	7.661814961582422	14.852900130674243
121	It	328.0	2.933051824569702	6.883649855852127
122	shows	294.5	6.982329368591309	10.614256896078588
123	a	364.0	1.448793888092041	6.2965710535645485
124	sinister	341.5	13.054203987121582	20.910421170294285
125	looking	303.0	4.144888877868652	12.001106061041355
126	boar's	311.0	12.315741777420044	42.30512125790119
127	head	374.0	6.554774284362793	11.4025514498353
128	sitting	343.5	6.216049671173096	14.172497548162935
129	on	387.5	1.9480037689208984	10.153511486947536
130	top	353.0	6.243698120117188	15.776770316064358
131	of	321.5	0.0184749979525804	8.279677655547857
132	a	291.0	3.2547683715820312	11.529882691800594
133	well	309.0	9.727373123168944	18.00248744338751
134	which	300.0	0.6684708595275879	11.419565476477146
135	seems	289.0	5.298748016357422	13.34741853363812
136	puzzling	310.0	9.29338836669922	18.66050432808697
137	at	352.0	4.03402042388916	15.295611010864375
138	first,	351.5	2.111724317073822	19.56781290657818
139	but	326.5	1.0509064197540283	1.6221815943717957
140	the	320.0	1.0074797868728638	3.6367933936417103
141	reason	304.5	5.686725616455078	8.316039223223925
142	for	310.0	0.8688095808029175	3.756808299571276
143	this	288.0	3.9339542388916016	7.00519760325551
144	symbol	303.5	8.258302688598633	11.329546052962542
145	is	297.0	0.7583642601966858	1.5197242386639118
146	a	297.0	1.7244718074798584	4.6945797093212605
147	matter	311.0	5.778831005096436	8.748938906937838
148	of	298.0	0.0022626530844718	2.3996147245634347
149	legend.	282.0	14.027982033789158	17.044181814417243
150	There	304.0	4.253363609313965	5.54743617773056
151	was	283.5	1.9213083982467647	2.529997400939465
152	once,	326.5	6.768005684018135	17.26705950498581
153	legend	323.5	16.97956085205078	23.92142041772604
154	has	286.5	5.954713821411133	12.91530991718173
155	it,	286.0	3.473232949152589	20.072422413155437
156	a	328.0	1.1467305421829224	2.401268146932125
157	fearsome	295.5	4.239806175231934	5.494343779981136
158	boar,	291.0	11.279479265213014	13.415374651551247
159	which	310.5	0.5151810050010681	3.654343329370022
160	lived	317.0	7.960123538970947	11.262095414102076
161	in	318.5	0.8549329042434692	4.713410817086697
162	a	320.5	2.1950511932373047	7.405444269999862
163	wood	289.5	9.439599990844728	14.649993067607284
164	located	271.0	7.009589672088623	13.753580456599591
165	just	270.0	6.849381446838379	16.31414926610887
166	outside	284.5	5.7743024826049805	13.105348711833358
167	the	334.5	0.4024063050746918	9.510548004880548
168	manor	312.0	12.2722749710083	21.38041667081416
169	of	292.0	0.0472810380160808	7.555845042690635
170	Bradford.	279.5	20.556344387121495	28.645163100212812
171	A	298.5	3.158402442932129	6.381204783916473
172	source	294.0	6.959872245788574	10.18267458677292
173	of	344.0	0.0280537530779838	1.3570531345903871
174	great	313.5	7.900058746337891	10.737335983663796
175	trouble	298.0	7.701568603515625	10.538845840841532
176	to	285.0	2.044576644897461	3.677619252353906
177	the	311.5	1.1887338161468506	2.875865239650011
178	local	303.5	6.054980278015137	7.742111701518297
179	folk	276.5	9.40269947052002	11.08983089402318
180	the	267.5	2.603729248046875	8.336604535579681
181	boar	268.0	11.405132293701172	17.13800758123398
182	was,	294.5	6.151862144470215	7.359805546700954
183	bringing	273.0	5.778672695159912	8.966965079307556
184	terror	287.5	9.821647644042969	13.278795719146729
185	to	298.0	1.255100131034851	4.958718001842499
186	the	308.5	0.9159153699874878	4.642116568982601
187	peaceful	304.0	12.414369583129885	16.140570782124996
188	flocks	286.0	8.442602157592773	12.168803356587889
189	and	271.0	3.777976512908936	6.221685469150543
190	ravaging	302.5	8.569150924682617	12.105559408664703
191	the	282.0	1.5019506216049194	5.750782489776611
192	countryside	296.5	8.167377471923828	12.41620934009552
193	around.	329.0	4.855230920016766	12.11360465735197
194	Even	310.5	5.268503189086914	9.328896462917328
195	worse,	320.5	10.013656878843904	14.645325327292083
196	however,	306.5	1.3757506844121963	5.86039283243008
197	the	312.0	1.4451576471328735	2.153148710727692
198	boar	306.0	12.522039413452148	13.230030477046968
199	most	320.0	6.230986595153809	12.148600906133652
200	liked	305.0	8.824137687683105	9.478492587804794
201	to	297.0	0.0560380518436431	2.7716487646102905
202	go	305.0	3.683248996734619	9.789428115822377
203	to	313.0	0.9987729787826538	7.879567862488329
204	the	292.5	0.7272403240203857	9.38405576441437
205	well	276.0	9.144054412841797	17.80086985323578
206	that	272.5	0.3607201874256134	10.658687056042254
207	was	270.5	2.378840684890747	12.060470971278846
208	in	281.0	0.8663774132728577	13.21485302131623
209	the	286.0	0.8817744851112366	13.257683875970542
210	wood	286.0	9.863162994384766	22.23907238524407
211	and	280.5	0.4927079677581787	3.2206338653340936
212	drink	260.5	7.285316944122314	10.10251194331795
213	its	285.0	3.872861385345459	6.980457038618624
214	fresh	282.5	7.367023944854736	10.474619598127902
215	water,	281.0	13.67699384689331	17.355864674784243
216	so	273.0	4.032732963562012	8.245926320552826
217	that	286.5	0.1104267388582229	4.323620095849037
218	the	294.0	0.9198248982429504	6.844504307955504
219	people	280.5	5.390406608581543	11.315086018294096
220	of	262.0	2.1470563411712646	7.650680553168058
221	Bradford	265.5	18.68714141845703	24.202767432667315
222	had	280.0	2.7840025424957275	7.123731259256601
223	second	272.0	9.267330169677734	15.89278006926179
224	thoughts	280.0	7.702853202819824	14.32830310240388
225	about	288.0	3.2375197410583496	9.80072433128953
226	visiting	294.0	7.391782283782959	16.730547104030848
227	the	287.5	1.4949055910110474	10.916454542428257
228	well.	288.0	10.885479405522346	20.87830353155732
229	That	273.0	5.306626319885254	9.84035438299179
230	the	281.5	1.025972843170166	7.453046429902315
231	people	287.0	5.347047805786133	11.774121392518282
232	of	307.5	2.2220377922058105	8.04656182602048
233	Bradford	285.0	18.736650466918945	24.570625671185557
234	bore	285.0	9.63739013671875	14.295729424804447
235	the	281.5	1.5937522649765017	7.786914583295584
236	brunt	280.0	7.084254264831543	13.277416583150623
237	of	288.0	0.0123448576778173	4.963957754895091
238	the	287.5	0.8302304744720459	7.244491226971149
239	beast's	321.5	16.512232780456543	29.34075428545475
240	ferocity	291.5	5.102725982666016	10.096015460789204
241	was	274.5	2.29567813873291	3.716652989387512
242	unfair	302.0	7.97373104095459	11.113972663879396
243	in	338.0	4.133987903594971	8.148873567581177
244	the	307.5	0.8212906122207642	6.183656349778175
245	eyes	304.5	8.056381225585938	13.418746963143349
246	of	293.0	0.0529170185327529	4.298146292567253
247	the	268.5	0.7284915447235107	6.417418474331498
248	people	288.5	6.116482734680176	11.805409664288163
249	of	272.0	1.9921879768371584	7.477577919140458
250	the	280.0	0.924169898033142	6.41832610219717
251	region.	289.0	6.793292101472616	12.858723480254412
252	Eventually,	276.0	5.292795076500624	9.924463524948806
253	the	281.5	1.643970251083374	2.4373535215854645
254	issue	335.5	5.596367835998535	6.389751106500626
255	reached	289.5	7.943390846252441	8.596444889903069
256	the	282.0	1.752002239227295	3.457051739096641
257	ears	292.0	11.959798812866213	13.664848312735558
258	of	289.0	0.1589483916759491	1.372535839676857
259	the	309.0	0.91399747133255	3.0874997191131115
260	kindly	288.0	14.345511436462402	16.519013684242964
261	Lord	280.0	11.08168125152588	13.25518349930644
262	of	275.0	1.4758589267730713	3.707481365650892
263	the	274.0	1.2099571228027344	3.4537918269634247
264	Manor	281.5	11.989009857177734	14.232844561338425
265	who	280.0	0.7112016081809998	5.687338497489691
266	the	271.0	2.412297248840332	10.751576450653374
267	people	296.0	6.7517805099487305	15.091059711761773
268	had	264.5	2.127868413925171	7.013490644283593
269	often	278.0	3.9477150440216064	11.178670373745264
270	asked	281.5	5.124085426330566	10.048489340581
271	for	282.5	0.7766196727752686	7.201298960484564
272	help.	289.5	8.46005513111595	15.596626248792745
273	The	284.0	2.2898616790771484	3.583934247493744
274	Lord	272.0	9.003546714782715	10.29761928319931
275	saw	270.0	5.272994995117188	7.934064447879791
276	the	280.0	1.0170960426330566	5.361697554588318
277	severity	277.0	9.917737007141112	14.262338519096376
278	of	265.5	0.0492877215147018	3.054876320064068
279	the	268.0	0.7229103446006775	5.434297537431121
280	problem	282.0	7.767189025878906	12.47857621870935
281	the	284.5	3.055109977722168	8.756547277793288
282	people	282.0	6.000514030456543	11.701951330527663
283	faced	273.0	7.536984920501709	17.088667968288064
284	and	283.0	0.5038745403289795	1.1687667965888977
285	suggested	291.5	6.962075233459473	7.661421865224838
286	a	288.0	4.675908088684082	7.003775078803301
287	contest	270.0	8.82252025604248	11.1503872461617
288	could	289.5	3.014267444610596	5.3608648255467415
289	solve	287.0	6.836014747619629	9.516715593636036
290	the	303.0	1.736397385597229	4.494560971856117
291	problem.	280.0	5.015899379737675	8.34533814061433
292	He	272.0	2.712440013885498	4.0065125823020935
293	said	260.0	2.745482921600342	3.414850130677223
294	that	280.0	0.0023134392686188	1.1908613038249314
295	whoever	287.0	5.574455261230469	17.254657700657845
296	could	272.0	4.151764869689941	15.528893513605
297	kill	269.5	6.277461051940918	21.43541252426803
298	the	267.5	1.0941157341003418	16.295300042256713
299	boar	277.0	13.304627418518066	28.50581172667444
300	and	286.0	0.26183021068573	11.814338205382228
301	bring	261.5	5.30431079864502	16.904751939699054
302	as	286.0	6.675662040710449	21.564180297777057
303	proof	253.0	8.424760818481445	23.46193806640804
304	its	263.0	2.6273250579833984	14.693568659946322
305	head	287.5	6.328603744506836	18.39484734646976
306	to	289.5	2.460857629776001	15.996847314760087
307	the	275.5	1.0664258003234863	14.628781767562032
308	Manor	270.5	11.725042343139648	25.287398310378197
309	House	266.0	4.53312873840332	18.095484705641866
310	would	270.0	2.6129488945007324	3.9576832205057135
311	be	265.5	0.8024397492408752	2.312435671687126
312	rewarded	287.0	7.989735603332519	10.47143243253231
313	with	284.5	3.624218463897705	6.574489787220955
314	land	261.5	8.670548439025879	11.676447007805107
315	and	284.0	1.2916213274002075	4.297519896179438
316	fame.	268.0	9.375656884629278	12.952830628026279
317	It	283.5	2.933051824569702	6.883649855852127
318	was	298.0	1.7247687578201294	5.356696285307407
319	the	290.0	1.0213347673416138	12.008050836622717
320	people	283.0	6.510123252868652	17.496839322149754
321	of	269.5	1.5812557935714722	10.53962341696024
322	Bradford	259.0	18.31056022644043	27.279613693244755
323	and	259.5	1.0169918537139893	6.264624871313572
324	the	249.0	0.8410394191741943	7.014133963733912
325	people	276.0	5.698765754699707	11.871860299259424
326	who	280.5	0.1512894183397293	6.377821911126375
327	knew	259.5	6.082953453063965	12.239142125472426
328	them	273.5	3.2249748706817627	10.394553964957597
329	who	269.0	1.1306235790252686	7.89094028621912
330	rejoiced	289.0	12.675323486328123	19.21020589210093
331	at	259.0	3.135870218276977	11.980755666270852
332	this	268.5	4.448377132415772	13.32573945634067
333	proclamation	288.0	10.907546997070312	19.78490932099521
334	but	267.0	4.359676361083984	4.930951535701752
335	one	267.0	5.821374416351318	6.615388363599777
336	question	316.0	7.043074607849121	7.83708855509758
337	remained:	297.0	12.733814716339111	14.511807918548584
338	who	296.5	2.915539264678955	9.503912955522535
339	would	320.0	3.688380002975464	10.02820510417223
340	kill	318.0	5.54237174987793	12.124368734657764
341	the	296.5	1.8669607639312744	8.59131858497858
342	boar?	271.0	12.129723042249681	19.425356037914753
343	By	281.0	3.3533360958099365	10.037280261516573
344	the	253.5	1.278575420379639	8.191897004842758
345	handsome	286.5	11.220293045043944	18.133614629507065
346	reward	282.0	10.281447410583496	17.194768995046616
347	many	263.5	6.286783218383789	12.014935433864594
348	felt	281.0	6.452868461608887	10.054064948111773
349	tempted,	333.0	7.517099022865295	16.680193681269884
350	but	323.0	1.325842022895813	1.8971171975135803
351	the	295.5	0.9592364430427552	3.4240532983094454
352	thought	292.5	7.846875190734863	10.311692046001554
353	of	289.5	0.082336738705635	0.9458453003317118
354	the	281.0	0.8014559745788574	3.170945094898343
355	boar	299.5	12.806228637695312	15.175717758014798
356	with	287.0	4.3131489753723145	5.712558167055249
357	its	271.0	4.843912124633789	6.257019815035164
358	deadly	300.5	8.787036895751953	16.536108789034188
359	tusks	280.0	9.064142227172852	16.813214120455086
360	and	273.5	1.1116490364074707	2.524756726808846
361	face	275.0	7.847817420959473	9.505586785264311
362	like	267.5	4.175271034240723	14.529379052110016
363	thunder	271.5	9.440434455871582	19.876758334226903
364	soon	279.5	4.851095676422119	9.095224665477872
365	put	269.0	7.135937690734863	7.769788099452853
366	an	297.0	3.4501073360443115	6.17879761569202
367	end	300.0	6.632652282714844	9.361342562362552
368	to	279.0	3.7694733142852783	4.925982860848308
369	their	264.5	3.8521339893341056	5.043543411418796
370	ambitions.	269.5	8.408768514171243	10.1714531108737
371	However,	267.0	3.114365685964003	7.746034134412184
372	there	256.0	4.060620307922363	4.826515167951584
373	was	288.5	2.246167659759521	2.8380898367613554
374	one	293.5	3.8081655502319336	4.740921786054969
375	huntsman,	289.5	5.457070201635361	7.081659879535437
376	who	261.5	2.182868480682373	4.793864032253623
377	was	271.5	2.351059913635254	4.932790713384748
378	still	289.5	4.132295608520508	12.379626708105206
379	wet	294.5	7.046572685241699	11.120850997045636
380	behind	260.5	5.546121120452881	11.71737857349217
381	the	262.0	1.315570592880249	7.522400921210647
382	ears,	281.0	8.78810752555728	15.686771295964718
383	who	289.0	1.839038610458374	4.373205726966262
384	decided	271.0	6.2222900390625	8.71188961993903
385	the	274.5	2.107949733734131	6.062373558990657
386	prize	280.0	10.497268676757812	14.45169250201434
387	was	258.5	1.557144045829773	5.52210524585098
388	worth	250.5	5.508505344390869	10.845651297830043
389	a	259.5	2.5544474124908447	8.10811225976795
390	shot,	254.5	7.684634685516357	17.15439818240702
391	in	270.5	1.4860758781433103	7.078691299073398
392	spite	259.0	4.808547496795654	11.563153053633869
393	of	264.5	0.0098318131640553	5.660992570221424
394	the	269.0	0.7103243470191956	7.599888565950096
395	boar's	266.5	13.542571008205414	27.321699446067214
396	reputation.	249.5	7.144077394623309	13.465982533525676
397	The	250.0	2.2898616790771484	3.583934247493744
398	huntsman	260.0	6.17201566696167	7.466088235378265
399	discovered	273.0	9.021279335021973	9.707806259393692
400	the	288.0	1.9993791580200195	5.545141253620386
401	boar	303.5	11.54469871520996	15.090460810810328
402	preferred	288.0	12.363900184631348	15.927709117531776
403	to	286.5	0.0556899346411228	8.463320154696703
404	come	297.0	4.792160511016846	13.21605721488595
405	out	288.0	1.5471700429916382	12.403935465961696
406	in	298.0	2.0121068954467773	11.3455806709826
407	the	284.0	0.8564409017562866	11.456339694559574
408	middle	266.0	4.362198829650879	14.962097622454166
409	of	268.5	0.0009752523037604	9.384284359577578
410	the	267.5	0.4596946835517883	9.854227070696652
411	day.	259.5	4.154241262003779	14.12004882376641
412	So	258.0	2.804633617401123	3.3759087920188904
413	he	262.5	3.3481147289276123	4.596370160579681
414	went	286.5	5.230557441711426	5.932323962450028
415	to	287.0	0.7438967823982239	2.225216776132584
416	the	272.0	0.8492760062217712	4.560052379965782
417	wood	242.0	8.735403060913086	12.446179434657097
418	by	254.0	5.698612689971924	7.815856859087944
419	the	253.0	1.11652934551239	3.274212822318077
420	well	264.5	10.456148147583008	12.613831624388697
421	with	260.0	2.507283926010132	6.538496524095535
422	his	256.0	3.1635875701904297	7.281577810645103
423	good	253.0	6.892158508300781	11.010148748755457
424	bow,	272.0	9.382252518087626	14.202009279280901
425	to	267.0	2.3013641834259038	5.432624906301498
426	bide	279.5	4.55039119720459	7.733269769698381
427	his	307.0	2.285084724426269	6.021379429847002
428	time.	297.5	6.67136923968792	10.978939119726418
429	Around	278.5	6.575757026672363	10.308153331279756
430	noontime,	284.0	7.494558764621615	12.120939983054994
431	the	280.0	1.1284797191619873	3.592446193099022
432	boar,	290.5	12.796954005956648	16.04367369413376
433	feared	314.5	9.949164390563965	12.92021869122982
434	by	278.5	0.4577421545982361	4.075211092829704
435	the	286.0	1.083539962768555	4.735061131417751
436	locals,	286.0	7.332245654426515	11.766520037315786
437	came	303.0	4.703157424926758	5.344976454973221
438	out,	271.0	1.9750753343105316	5.962926775217056
439	as	280.5	6.890798568725586	10.17826309800148
440	slow	276.5	6.199784278869629	9.487248808145525
441	as	271.5	1.710334300994873	6.822626858949661
442	a	279.0	1.5742002725601196	6.847803249955177
443	snail,	274.0	9.25253001600504	17.81359752267599
444	from	273.5	4.406801223754883	8.020485430955887
445	among	272.0	4.585325717926025	14.126362353563309
446	the	300.0	0.8841919302940369	10.439459829591216
447	trees,	287.0	7.006539568305016	17.203626497648656
448	just	294.0	6.113218307495117	8.361287862062454
449	as	272.5	0.5831419825553894	2.8312115371227264
450	the	272.0	2.14827299118042	4.619204334914684
451	huntsman	276.0	4.963403701782227	7.434335045516491
452	had	272.0	2.446018695831299	4.845672305673361
453	predicted.	268.0	7.35383665561676	10.51479138061404
454	The	288.0	2.2898616790771484	3.583934247493744
455	huntsman	287.5	6.17201566696167	7.466088235378265
456	leaped	305.5	6.59145975112915	10.30114808678627
457	from	318.0	2.8863821029663086	7.358317941427231
458	his	274.5	2.096974849700928	6.632703103125095
459	hiding	280.5	7.669215202331543	12.20494345575571
460	place	271.0	6.19858455657959	10.734312810003756
461	and	265.5	0.1525718569755554	0.8390987813472748
462	through	279.5	3.8936753273010254	10.747322415933011
463	the	282.0	0.5580987930297852	8.720481295138597
464	heart	271.0	6.974802017211914	15.137184519320726
465	with	280.5	7.470059871673584	14.401294715702534
466	his	280.5	1.8204145431518557	8.763501706533134
467	fine	287.5	9.276933670043944	16.220020833425224
468	arrows	307.0	13.674238204956056	20.617325368337333
469	shot	296.5	9.143694877624512	9.861171578988433
470	the	287.5	1.3910608291625977	3.0032737608999014
471	boar.	304.0	13.366846199613065	15.550334305968136
472	Now	296.5	3.061473608016968	7.121866881847382
473	the	299.0	2.118212938308716	3.153246372938156
474	problem	312.0	6.419831275939941	7.454864710569382
475	was	294.0	1.909166693687439	2.551984801888466
476	no	282.0	4.890171051025391	8.71108926832676
477	longer	272.0	0.1327742934226989	3.953692510724068
478	to	279.5	0.044467456638813	3.4238341376185417
479	kill	272.5	5.796184539794922	9.19342170841992
480	the	280.5	1.4528359174728394	4.923544304445386
481	boar.	273.5	12.059479415416718	16.10146297700703
482	It	263.0	2.705602169036865	3.9996747374534607
483	was	268.0	1.8110264539718628	2.5089406818151474
484	to	285.0	0.0703375339508056	6.346616014838219
485	find	271.0	4.5053558349609375	10.829512123018503
486	a	271.0	1.6967521905899048	8.564057890325785
487	way	265.5	6.154863357543945	13.022169057279823
488	to	277.5	0.017430804669857	11.488387130200865
489	carry	270.0	6.501501083374023	17.996793353930116
490	the	260.0	1.6010804176330566	13.411490196362138
491	boar	261.0	12.81369972229004	24.62410950101912
492	back.	285.5	2.131729643791914	16.64705259166658
493	The	279.5	1.6485979557037354	5.59919598698616
494	head	297.0	8.137906074523926	12.08850410580635
495	was	292.5	1.5904152393341064	5.218093156814575
496	too	298.5	4.505707740783691	9.433703899383543
497	heavy	280.5	6.76174259185791	11.689738750457764
498	for	294.0	2.026009082794189	8.841357946395874
499	the	302.5	1.596226453781128	13.488363265991213
500	little	310.0	7.038061141967773	18.930197954177856
501	huntsman	280.5	4.17341423034668	16.065551042556763
502	to	272.0	2.545994281768799	12.5238895714283
503	carry	283.0	6.137376308441162	16.14122875034809
504	back	287.0	4.630784511566162	16.453703239560127
505	to	271.0	2.2100589275360107	14.384805276989937
506	the	284.5	1.1927064657211304	13.396546680480242
507	Manor	278.0	11.39175796508789	23.595598179847
508	House,	260.0	6.701444983482361	19.47656037285924
509	but	272.0	1.339892029762268	1.9111672043800356
510	the	279.5	1.0532166957855225	3.911834631115198
511	huntsman,	281.0	4.688508927822113	8.35253144055605
512	who	278.0	1.7003555297851562	4.553823161870241
513	was	277.0	2.1908693313598637	5.022765604779124
514	as	271.0	2.6727118492126465	9.395481435582042
515	quick-witted	272.0	6.442432403564453	13.165201989933848
516	and	278.5	0.3860664665699005	7.108836052939296
517	cunning	271.5	9.294267654418944	16.01703724078834
518	as	327.0	0.002008089562878	4.731561906402931
519	ever,	297.5	2.8027829751372337	12.765541071072219
520	asked	290.5	6.896693229675293	7.59712329134345
521	himself,	280.5	4.0049837827682495	6.012705497443676
522	'What	271.5	11.58321225643158	23.32289194315672
523	else	278.5	2.764889001846313	9.039772477000952
524	can	289.5	2.8056201934814453	8.276019133627415
525	I	285.5	1.7149591445922852	7.211311055347323
526	do	278.5	1.958682656288147	7.464493397623299
527	to	280.0	0.105078786611557	9.285380812361836
528	prove	271.0	6.497427940368652	15.702856732532382
529	I	272.0	2.0829050540924072	14.02219950966537
530	killed	275.5	8.433229446411133	20.36760402098298
531	the	254.5	1.6714143753051758	13.818878460675478
532	boar?'	264.5	20.25193616747856	33.5419506020844
533	The	269.5	5.0679612159729	6.362033784389496
534	next	272.5	5.58597469329834	9.526878967881204
535	instance	306.5	0.7406743764877319	7.579707697033882
536	he	280.0	13.409128189086914	20.248161509633064
537	opened	285.0	0.9128020405769348	7.751835361123085
538	the	307.0	4.439347267150879	8.949710801243782
539	boar's	300.0	6.543533727526665	8.019833773374557
540	mouth	302.0	1.8507252931594849	4.570004492998123
541	and	284.5	4.492424964904785	5.590037256479263
542	cut	292.0	7.334939956665039	8.432552248239517
543	out	328.0	1.4273546934127808	2.1271860748529434
544	its	314.0	5.0142974853515625	7.618541911244392
545	tongue,	310.0	9.12567949295044	15.312470316886902
546	taking	290.0	8.958353996276855	12.627806842327118
547	that	301.0	2.110140562057495	7.740516617894173
548	as	324.0	1.6574561595916748	7.341589067131281
549	proof	320.5	10.982519149780272	16.66665205731988
550	for	317.5	0.1166520789265632	0.6879272535443306
551	the	285.5	0.0	0.0
552	Lord.	273.5	0.0	0.0
553	He	271.0	2.289524793624878	6.240122824907303
554	set	259.0	7.202030181884766	10.821324162185192
555	out	267.5	2.1327455043792725	6.947477392852306
556	for	277.0	2.331240177154541	8.447280697524548
